Селигерская ;moscow;Москва
Семёновская ;moscow;Москва
Серпуховская ;moscow;Москва
Славянский бульвар ;moscow;Москва
Смоленская ;moscow;Москва
Сокол ;moscow;Москва
Сокольники ;moscow;Москва
Солнцево ;moscow;Москва
Спартак ;moscow;Москва
Спортивная ;moscow;Москва
Сретенский бульвар ;moscow;Москва
Стахановская ;moscow;Москва
Строгино ;moscow;Москва
Студенческая ;moscow;Москва
Сухаревская ;moscow;Москва
Сходненская ;moscow;Москва
Таганская ;moscow;Москва
Тверская ;moscow;Москва
Театральная ;moscow;Москва
Текстильщики ;moscow;Москва
Телецентр ;moscow;Москва
Тёплый стан ;moscow;Москва
Технопарк ;moscow;Москва
Тимирязевская ;moscow;Москва
Третьяковская ;moscow;Москва
Тропарёво ;moscow;Москва
Трубная ;moscow;Москва
Тульская ;moscow;Москва
Тургеневская ;moscow;Москва
Тушинская ;moscow;Москва
Улица 1905 года ;moscow;Москва
Улица академика Королёва ;moscow;Москва
Улица академика Янгеля ;moscow;Москва
Улица Горчакова ;moscow;Москва
Улица Дмитриевского ;moscow;Москва
Улица Милашенкова ;moscow;Москва
Улица Сергея Эйзенштейна ;moscow;Москва
Улица Скобелевская ;moscow;Москва
Улица Старокачаловская ;moscow;Москва
Университет ;moscow;Москва
Филатов луг ;moscow;Москва
Филёвский парк ;moscow;Москва
Фили ;moscow;Москва
Фонвизинская ;moscow;Москва
Фрунзенская ;moscow;Москва
Ховрино ;moscow;Москва
Хорошёвская ;moscow;Москва
Царицыно ;moscow;Москва
Цветной бульвар ;moscow;Москва
ЦСКА ;moscow;Москва
Черкизовская ;moscow;Москва
Чертановская ;moscow;Москва
Чеховская ;moscow;Москва
Чистые пруды ;moscow;Москва
Чкаловская ;moscow;Москва
Шаболовская ;moscow;Москва
Шелепиха ;moscow;Москва
Шипиловская ;moscow;Москва
Шоссе Энтузиастов ;moscow;Москва
Щёлковская ;moscow;Москва
Щукинская ;moscow;Москва
Электрозаводская ;moscow;Москва
Юго-Восточная ;moscow;Москва
Юго-Западная ;moscow;Москва
Южная ;moscow;Москва
Ясенево ;moscow;Москва
Автово ;saintp;Санкт-Петербург
Адмиралтейская ;saintp;Санкт-Петербург
Академическая ;saintp;Санкт-Петербург
Балтийская ;saintp;Санкт-Петербург
Беговая ;saintp;Санкт-Петербург
Бухарестская ;saintp;Санкт-Петербург
Василеостровская ;saintp;Санкт-Петербург
Владимирская ;saintp;Санкт-Петербург
Волковская ;saintp;Санкт-Петербург
Выборгская ;saintp;Санкт-Петербург
Горьковская ;saintp;Санкт-Петербург
Гостиный двор ;saintp;Санкт-Петербург
Гражданский проспект ;saintp;Санкт-Петербург
Девяткино ;saintp;Санкт-Петербург
Достоевская ;saintp;Санкт-Петербург
Дунайская ;saintp;Санкт-Петербург
Елизаровская ;saintp;Санкт-Петербург
Звёздная ;saintp;Санкт-Петербург
Звенигородская ;saintp;Санкт-Петербург
Кировский завод ;saintp;Санкт-Петербург
Комендантский проспект ;saintp;Санкт-Петербург
Крестовский остров ;saintp;Санкт-Петербург
Купчино ;saintp;Санкт-Петербург
Ладожская ;saintp;Санкт-Петербург
Ленинский проспект ;saintp;Санкт-Петербург
Лесная ;saintp;Санкт-Петербург
Лиговский проспект ;saintp;Санкт-Петербург
Ломоносовская ;saintp;Санкт-Петербург
Маяковская ;saintp;Санкт-Петербург
Международная ;saintp;Санкт-Петербург
Московская ;saintp;Санкт-Петербург
Московские ворота ;saintp;Санкт-Петербург
Нарвская ;saintp;Санкт-Петербург
Невский проспект ;saintp;Санкт-Петербург
Новокрестовская ;saintp;Санкт-Петербург
Новочеркасская ;saintp;Санкт-Петербург
Обводный канал ;saintp;Санкт-Петербург
Обухово ;saintp;Санкт-Петербург
Озерки ;saintp;Санкт-Петербург
Парк Победы ;saintp;Санкт-Петербург
Парнас ;saintp;Санкт-Петербург
Петроградская ;saintp;Санкт-Петербург
Пионерская ;saintp;Санкт-Петербург
Площадь Александра Невского ;saintp;Санкт-Петербург
Площадь Восстания ;saintp;Санкт-Петербург
Площадь Ленина ;saintp;Санкт-Петербург
Площадь Мужества ;saintp;Санкт-Петербург
Политехническая ;saintp;Санкт-Петербург
Приморская ;saintp;Санкт-Петербург
Пролетарская ;saintp;Санкт-Петербург
Проспект Большевиков ;saintp;Санкт-Петербург
Проспект Ветеранов ;saintp;Санкт-Петербург
Проспект Просвещения ;saintp;Санкт-Петербург
Проспект Славы ;saintp;Санкт-Петербург
Пушкинская ;saintp;Санкт-Петербург
Рыбацкое ;saintp;Санкт-Петербург
Садовая ;saintp;Санкт-Петербург
Сенная площадь ;saintp;Санкт-Петербург
Спасская ;saintp;Санкт-Петербург
Спортивная ;saintp;Санкт-Петербург
Старая Деревня ;saintp;Санкт-Петербург
Технологический институт ;saintp;Санкт-Петербург
Удельная ;saintp;Санкт-Петербург
Улица Дыбенко ;saintp;Санкт-Петербург
Фрунзенская ;saintp;Санкт-Петербург
Чёрная речка ;saintp;Санкт-Петербург
Чернышевская ;saintp;Санкт-Петербург
Чкаловская ;saintp;Санкт-Петербург
Шушары ;saintp;Санкт-Петербург
Электросила ;saintp;Санкт-Петербург
Ботаническая ;ekaterin;Екатеринбург
Геологическая ;ekaterin;Екатеринбург
Динамо ;ekaterin;Екатеринбург
Машиностроителей ;ekaterin;Екатеринбург
Площадь 1905 года ;ekaterin;Екатеринбург
Проспект Космонавтов ;ekaterin;Екатеринбург
Уралмаш ;ekaterin;Екатеринбург
Уральская ;ekaterin;Екатеринбург
Чкаловская ;ekaterin;Екатеринбург
Авиастроительная ;kazan;Казань
Аметьево ;kazan;Казань
Горки ;kazan;Казань
Дубравная ;kazan;Казань
Козья слобода ;kazan;Казань
Кремлёвская ;kazan;Казань
Площадь Габдуллы Тукая ;kazan;Казань
Проспект Победы ;kazan;Казань
Северный вокзал ;kazan;Казань
Суконная слобода ;kazan;Казань
Яшьлек ;kazan;Казань
Алабинская ;samara;Самара
Безымянка ;samara;Самара
Гагаринская ;samara;Самара
Кировская  ;samara;Самара
Московская ;samara;Самара
Победа ;samara;Самара
Российская ;samara;Самара
Советская ;samara;Самара
Спортивная ;samara;Самара
Юнгородок ;samara;Самара
Автоцентр ;volgograd;Волгоград
Больница Ильича ;volgograd;Волгоград
Гимназия № 14 ;volgograd;Волгоград
Дворец спорта ;volgograd;Волгоград
Ельшанка ;volgograd;Волгоград
завод «Баррикады» ;volgograd;Волгоград
Завод «Красный Октябрь» ;volgograd;Волгоград
Комсомольская ;volgograd;Волгоград
Мамаев курган ;volgograd;Волгоград
Пионерская ;volgograd;Волгоград
Площадь Возрождения ;volgograd;Волгоград
Площадь Ленина ;volgograd;Волгоград
Площадь Чекистов ;volgograd;Волгоград
Профсоюзная ;volgograd;Волгоград
Стадион «Монолит» ;volgograd;Волгоград
Тракторный завод (ВГТЗ) ;volgograd;Волгоград
ТРК «Европа-сити Молл» ;volgograd;Волгоград
ТЮЗ (Театр Юного Зрителя) ;volgograd;Волгоград
Улица 39-й Гвардейской Дивизии ;volgograd;Волгоград
Хлебозавод ;volgograd;Волгоград
Центральный парк культуры и отдыха (ЦПКиО) ;volgograd;Волгоград
Центральный стадион ;volgograd;Волгоград
Берёзовая роща ;novosibirsk;Новосибирск
Гагаринская ;novosibirsk;Новосибирск
Заельцовская ;novosibirsk;Новосибирск
Золотая Нива ;novosibirsk;Новосибирск
Красный проспект ;novosibirsk;Новосибирск
Маршала Покрышкина ;novosibirsk;Новосибирск
Октябрьская ;novosibirsk;Новосибирск
Площадь Гарина-Михайловского ;novosibirsk;Новосибирск
Площадь Ленина ;novosibirsk;Новосибирск
Площадь Маркса ;novosibirsk;Новосибирск
Речной вокзал ;novosibirsk;Новосибирск
Сибирская ;novosibirsk;Новосибирск
Спортивная ;novosibirsk;Новосибирск
Студенческая ;novosibirsk;Новосибирск
Автозаводская ;nizhniy;Нижний Новгород
Буревестник ;nizhniy;Нижний Новгород
Бурнаковская ;nizhniy;Нижний Новгород
Горьковская ;nizhniy;Нижний Новгород
Двигатель Революции ;nizhniy;Нижний Новгород
Заречная ;nizhniy;Нижний Новгород
Канавинская ;nizhniy;Нижний Новгород
Кировская ;nizhniy;Нижний Новгород
Комсомольская ;nizhniy;Нижний Новгород
Ленинская ;nizhniy;Нижний Новгород
Московская ;nizhniy;Нижний Новгород
Парк культуры ;nizhniy;Нижний Новгород
Пролетарская ;nizhniy;Нижний Новгород
Стрелка ;nizhniy;Нижний Новгород
Чкаловская ;nizhniy;Нижний Новгород
